rec-id,given-name,second-name,surname,telephone-number,birthday_year
rec-578-dup-0,Eulalia,Maj,Felicja,,11/03/1929
rec-578-dup-1,Felicja,Eulalia,Maj,796360041,11/03/1929
rec-578-org,Felicja,Eulalia,Maj,796360041,11/03/1992
rec-579-dup-0,Galina,Izabela,Młynarczyk,,06/03/1989
rec-579-org,Izabela,Galina,Młynarczyk,691183727,06/03/1998
rec-580-dup-0,Ostrowska,Katarzyna,Kornela,,15/03/1909
rec-580-dup-1,Kornela,Katarzyna,Ostrowska,514186210,15/03/1909
rec-580-dup-2,Katarzyna,Kornela,Ostrowska,514186210,15/03/1909
rec-580-org,Katarzyna,Kornela,Ostrowska,514186210,15/03/1990
rec-581-org,Bernadetta,Grażyna,Sawicka,790837081,15/05/1974
rec-582-org,Ryszarda,Natalia,Makowska,456335331,01/01/1934
rec-583-org,Zenaida,Malwina,Kubicka,781312206,11/06/1981
rec-584-org,Cyryla,Seweryna,Bąk,733866133,06/06/1950
rec-585-dup-0,Izydora,Jaworska,Aneta,,02/06/1988
rec-585-org,Aneta,Izydora,Jaworska,600637314,02/06/1988
rec-586-dup-0,Kamilla,Bogumiła,Szymczak,,11/10/2021
rec-586-dup-1,Bogumiła,Szymczak,Kamilla,579718924,11/10/2021
rec-586-dup-2,Szymczak,Bogumiła,Kamilla,579718924,11/10/2021
rec-586-org,Bogumiła,Kamilla,Szymczak,579718924,11/10/2012
rec-587-org,Violetta,Otolia,Jasińska,882525715,15/10/1934
rec-588-org,Andżelika,Alfreda,Rutkowska,793890309,10/02/1994
rec-589-dup-0,Edwarda,Sabina,Szczepańska,,21/04/1955
rec-589-dup-1,Sabina,Szczepańska,Edwarda,731025743,21/04/1955
rec-589-org,Sabina,Edwarda,Szczepańska,731025743,21/04/1955
rec-590-dup-0,Górecka,Anetta,Alina,,21/07/1979
rec-590-org,Alina,Anetta,Górecka,737524508,21/07/1997
rec-591-dup-0,Modesta,Jakubowska,Brygida,,24/12/1979
rec-591-org,Modesta,Brygida,Jakubowska,795533803,24/12/1997
rec-592-dup-0,Michalak,Wioletta,Łucja,725270171,21/01/2011
rec-592-org,Łucja,Wioletta,Michalak,725270171,21/01/2011
rec-593-dup-0,Otolia,Przybylska,Adela,,10/08/1967
rec-593-org,Otolia,Adela,Przybylska,502983381,10/08/1976
rec-594-dup-0,Aldona,Majewska,Anita,,09/04/2031
rec-594-dup-1,Majewska,Anita,Aldona,662934497,09/04/2031
rec-594-org,Anita,Aldona,Majewska,662934497,09/04/2013
rec-595-dup-0,Izabella,Marciniak,Adamina,,27/03/1939
rec-595-dup-1,Adamina,Marciniak,Izabella,666277689,27/03/1939
rec-595-org,Adamina,Izabella,Marciniak,666277689,27/03/1993
rec-596-dup-0,Adamina,Michalak,Kalina,,10/08/1946
rec-596-dup-1,Kalina,Adamina,Michalak,661498282,10/08/1946
rec-596-org,Adamina,Kalina,Michalak,661498282,10/08/1964
rec-597-dup-0,Izabella,Izabella,Kozłowska,,01/04/1955
rec-597-org,Izabella,Izabella,Kozłowska,729715273,01/04/1955
rec-598-dup-0,Kaźmierczak,Lilla,Wirginia,,19/11/1908
rec-598-org,Lilla,Wirginia,Kaźmierczak,795766656,19/11/1980
rec-599-org,Anetta,Renata,Ostrowska,506923645,21/08/1981
rec-600-dup-0,Izabella,Celestyna,Andrzejewska,,05/11/1919
rec-600-dup-1,Izabella,Andrzejewska,Celestyna,666337050,05/11/1919
rec-600-org,Izabella,Celestyna,Andrzejewska,666337050,05/11/1991
rec-601-org,Krystyna,Emilia,Nowakowska,782439920,21/02/1951
rec-602-dup-0,Sonia,Bogna,Borkowska,,18/09/1919
rec-602-org,Sonia,Bogna,Borkowska,731836264,18/09/1991
rec-603-dup-0,Mariola,Majewska,Eulalia,,13/12/1949
rec-603-org,Mariola,Eulalia,Majewska,576119524,13/12/1994
rec-604-org,Leonarda,Eliza,Makowska,690116864,06/03/1993
rec-605-org,Domicela,Ida,Michalak,513728179,07/03/1998
rec-606-dup-0,Leona,Marcelina,Wasilewska,,09/02/1974
rec-606-dup-1,Leona,Wasilewska,Marcelina,576791214,09/02/1974
rec-606-dup-2,Marcelina,Leona,Wasilewska,576791214,09/02/1974
rec-606-org,Leona,Marcelina,Wasilewska,576791214,09/02/1947
rec-607-dup-0,Teodora,Kowalska,Ryszarda,,22/01/1949
rec-607-org,Teodora,Ryszarda,Kowalska,733771004,22/01/1994
rec-608-dup-0,Zdzisława,Waleria,Domańska,,20/06/1997
rec-608-dup-1,Zdzisława,Domańska,Waleria,538069847,20/06/1997
rec-608-org,Zdzisława,Waleria,Domańska,538069847,20/06/1979
rec-609-dup-0,Iwona,Lewandowska,Paulina,,28/06/1934
rec-609-org,Paulina,Iwona,Lewandowska,785535669,28/06/1943
rec-610-dup-0,Bogusława,Arletta,Szewczyk,,12/04/2001
rec-610-org,Arletta,Bogusława,Szewczyk,696209184,12/04/2010
rec-611-org,Izabella,Ingeborga,Zielińska,787863050,26/01/1988
rec-612-dup-0,Blanka,Helena,Michalska,,29/12/2071
rec-612-org,Helena,Blanka,Michalska,737691567,29/12/2017
rec-613-org,Amelia,Lubomira,Szczepańska,733289802,10/02/1980
rec-614-org,Izydora,Rozalia,Michalak,517178333,23/11/1957
rec-615-org,Karina,Helena,Kwiatkowska,790256434,04/11/1989
rec-616-dup-0,Mirela,Izabella,Pawlicka,,30/07/1988
rec-616-dup-1,Izabella,Mirela,Pawlicka,787153991,30/07/1988
rec-616-dup-2,Mirela,Izabella,Pawlicka,787153991,30/07/1988
rec-616-org,Izabella,Mirela,Pawlicka,787153991,30/07/1988
rec-617-org,Andżelika,Magda,Witkowska,888633414,11/02/1947
rec-618-dup-0,Piotrowska,Petronela,Dominika,735256904,07/09/1944
rec-618-dup-1,Dominika,Petronela,Piotrowska,,07/09/1944
rec-618-org,Dominika,Petronela,Piotrowska,735256904,07/09/1944
rec-619-dup-0,Dąbrowska,Franciszka,Elwira,,28/09/1947
rec-619-dup-1,Dąbrowska,Elwira,Franciszka,885289931,28/09/1947
rec-619-org,Franciszka,Elwira,Dąbrowska,885289931,28/09/1974
rec-620-org,Julia,Wincentyna,Zawadzka,573772942,02/12/1994
rec-621-dup-0,Dagmara,Genowefa,Sobczak,,02/07/1919
rec-621-dup-1,Genowefa,Sobczak,Dagmara,721497374,02/07/1919
rec-621-dup-2,Dagmara,Genowefa,Sobczak,721497374,02/07/1919
rec-621-org,Dagmara,Genowefa,Sobczak,721497374,02/07/1991
rec-622-dup-0,Weronika,Klaudia,Domańska,,13/09/2081
rec-622-dup-1,Klaudia,Weronika,Domańska,533027642,13/09/2081
rec-622-org,Klaudia,Weronika,Domańska,533027642,13/09/2018
rec-623-dup-0,Zenaida,Jasińska,Elwira,,23/04/1919
rec-623-org,Zenaida,Elwira,Jasińska,695661844,23/04/1991
rec-624-org,Alfreda,Izabella,Wiśniewska,515904729,16/12/1953
rec-625-dup-0,Sławomira,Elfryda,Czajka,,22/07/2001
rec-625-dup-1,Elfryda,Czajka,Sławomira,533059126,22/07/2001
rec-625-dup-2,Elfryda,Czajka,Sławomira,533059126,22/07/2001
rec-625-org,Sławomira,Elfryda,Czajka,533059126,22/07/2010
rec-626-org,Żaneta,Angelika,Sobczak,607201859,21/03/1977
rec-627-org,Rita,Julitta,Czajka,503674926,22/11/1995
rec-628-org,Karina,Galina,Dudek,664750111,22/11/1952
rec-629-dup-0,Zenobia,Szewczyk,Agnieszka,,23/11/1937
rec-629-org,Zenobia,Agnieszka,Szewczyk,739974192,23/11/1973
rec-630-org,Elfryda,Marlena,Szymczak,511518260,26/09/1974
rec-631-dup-0,Irma,Daria,Walczak,,18/01/1919
rec-631-org,Irma,Daria,Walczak,729813129,18/01/1991
rec-632-dup-0,Ludwina,Cieślicka,Zinaida,,03/01/2010
rec-632-dup-1,Zinaida,Ludwina,Cieślicka,452932184,03/01/2010
rec-632-org,Ludwina,Zinaida,Cieślicka,452932184,03/01/2001
rec-633-dup-0,Amelia,Sokołowska,Julia,,29/09/2001
rec-633-dup-1,Julia,Amelia,Sokołowska,608260340,29/09/2001
rec-633-org,Julia,Amelia,Sokołowska,608260340,29/09/2010
rec-634-dup-0,Czerwińska,Teresa,Aniela,,23/04/1938
rec-634-dup-1,Czerwińska,Aniela,Teresa,692975859,23/04/1938
rec-634-dup-2,Aniela,Czerwińska,Teresa,692975859,23/04/1938
rec-634-org,Aniela,Teresa,Czerwińska,692975859,23/04/1983
rec-635-org,Bernardeta,Kinga,Nowicka,530324329,12/10/1983
rec-636-org,Izabella,Narcyza,Cieślak,736184462,09/02/1974
rec-637-org,Malwina,Kazimiera,Sawicka,531435989,11/03/1956
rec-638-dup-0,Krzysztofa,Elfryda,Baranowska,,21/06/1957
rec-638-org,Elfryda,Krzysztofa,Baranowska,733141818,21/06/1975
rec-639-org,Karina,Izabella,Sikora,884234016,13/04/2015
rec-640-org,Daria,Maja,Domańska,724971859,09/09/2002
rec-641-org,Natalia,Adamina,Kucharska,515625889,16/07/2003
rec-642-dup-0,Narcyza,Dominika,Urbańska,,21/12/1924
rec-642-dup-1,Urbańska,Dominika,Narcyza,458222694,21/12/1924
rec-642-dup-2,Dominika,Urbańska,Narcyza,458222694,21/12/1924
rec-642-org,Dominika,Narcyza,Urbańska,458222694,21/12/1942
rec-643-dup-0,Regina,Sabina,Jasińska,,17/07/1976
rec-643-org,Regina,Sabina,Jasińska,736727578,17/07/1967
rec-644-dup-0,Górecka,Arleta,Zuzanna,,19/03/2001
rec-644-org,Arleta,Zuzanna,Górecka,504651113,19/03/2010
rec-645-org,Ala,Dagmara,Jasińska,727068277,29/11/1981
rec-646-dup-0,Bąk,Maja,Jagoda,,30/11/2091
rec-646-dup-1,Bąk,Jagoda,Maja,459306853,30/11/2091
rec-646-org,Jagoda,Maja,Bąk,459306853,30/11/2019
rec-647-dup-0,Sobczak,Krzysztofa,Wioletta,,12/09/2000
rec-647-dup-1,Krzysztofa,Wioletta,Sobczak,737283215,12/09/2000
rec-647-dup-2,Krzysztofa,Sobczak,Wioletta,737283215,12/09/2000
rec-647-org,Krzysztofa,Wioletta,Sobczak,737283215,12/09/2000
rec-648-org,Ryszarda,Elwira,Sadowska,662515381,10/08/1967
rec-649-org,Cecylia,Kornelia,Sokołowska,799634807,02/08/2004
rec-650-dup-0,Eliza,Bednarska,Klara,,04/01/1957
rec-650-org,Klara,Eliza,Bednarska,695451052,04/01/1975
rec-651-org,Amalia,Bernadetta,Jabłońska,508826170,09/11/1955
rec-652-org,Gertruda,Luba,Sobczak,604562841,27/11/2017
rec-653-org,Liliana,Martyna,Kamińska,606053134,14/07/1940
rec-654-org,Arletta,Violetta,Dudek,783741678,23/11/1980
rec-655-org,Gizela,Walentyna,Duda,726211022,25/01/1971
rec-656-org,Sabina,Edmunda,Sobczak,606906744,08/07/1980
rec-657-dup-0,Barbara,Weronika,Cieślak,,26/12/1995
rec-657-org,Barbara,Weronika,Cieślak,722341436,26/12/1959
rec-658-org,Bogna,Julia,Kaczmarek,513923126,30/04/1939
rec-659-dup-0,Kulesza,Lucja,Irmgarda,,08/04/1919
rec-659-org,Lucja,Irmgarda,Kulesza,733106684,08/04/1991
rec-660-dup-0,Michalak,Zenaida,Irmgarda,,23/06/1966
rec-660-org,Zenaida,Irmgarda,Michalak,458604145,23/06/1966
rec-661-dup-0,Ernestyna,Gabryela,Kwiatkowska,,04/10/1997
rec-661-org,Ernestyna,Gabryela,Kwiatkowska,452000534,04/10/1979
rec-662-org,Amalia,Sławomira,Baranowska,695541108,11/03/1995
rec-663-org,Albina,Izabella,Jankowska,729534396,05/02/1947
rec-664-org,Ada,Aniela,Adamczyk,459337118,24/05/1987
rec-665-dup-0,Maja,Izabella,Sokołowska,,12/09/2040
rec-665-dup-1,Maja,Izabella,Sokołowska,792023684,12/09/2040
rec-665-org,Maja,Izabella,Sokołowska,792023684,12/09/2004
rec-666-dup-0,Domicela,Joanna,Sokołowska,,20/03/1969
rec-666-dup-1,Sokołowska,Domicela,Joanna,791617688,20/03/1969
rec-666-dup-2,Sokołowska,Joanna,Domicela,791617688,20/03/1969
rec-666-org,Joanna,Domicela,Sokołowska,791617688,20/03/1996
rec-667-dup-0,Szewczyk,Lubomira,Julita,,15/03/2041
rec-667-org,Lubomira,Julita,Szewczyk,459036788,15/03/2014
rec-668-dup-0,Tomczak,Klara,Zenobia,,19/04/1965
rec-668-dup-1,Tomczak,Zenobia,Klara,886694320,19/04/1965
rec-668-org,Zenobia,Klara,Tomczak,886694320,19/04/1956
rec-669-org,Izabella,Izabella,Nowakowska,728443448,02/04/1951
rec-670-org,Hieronima,Anetta,Michalak,452424033,21/01/1982
rec-671-dup-0,Tomaszewska,Nadzieja,Wincentyna,,21/01/1976
rec-671-dup-1,Tomaszewska,Nadzieja,Wincentyna,605184269,21/01/1976
rec-671-dup-2,Wincentyna,Nadzieja,Tomaszewska,605184269,21/01/1976
rec-671-org,Wincentyna,Nadzieja,Tomaszewska,605184269,21/01/1967
rec-672-dup-0,Czajka,Konstancja,Leonia,,13/12/1929
rec-672-org,Konstancja,Leonia,Czajka,794240891,13/12/1992
rec-673-dup-0,Laskowska,Ligia,Iwonna,,26/11/1906
rec-673-org,Iwonna,Ligia,Laskowska,789837354,26/11/1960
rec-674-org,Matylda,Eleonora,Adamska,536527172,07/03/1978
rec-675-org,Hanna,Bernadetta,Cieślak,514042269,03/03/1958
rec-676-dup-0,Julitta,Bąk,Ludomira,,04/01/1937
rec-676-dup-1,Julitta,Bąk,Ludomira,786182091,04/01/1937
rec-676-dup-2,Julitta,Bąk,Ludomira,786182091,04/01/1937
rec-676-org,Ludomira,Julitta,Bąk,786182091,04/01/1973
rec-677-dup-0,Lilla,Kaźmierczak,Mirella,,18/02/2011
rec-677-org,Lilla,Mirella,Kaźmierczak,513142900,18/02/2011
rec-678-org,Ilona,Dagmara,Sadowska,517972457,18/01/1955
rec-679-org,Elżbieta,Natalia,Pawłowska,500018418,05/07/2004
rec-680-dup-0,Hermina,Eufemia,Jakubowska,,27/12/1909
rec-680-org,Hermina,Eufemia,Jakubowska,536625436,27/12/1990
rec-681-dup-0,Ludmiła,Bernadetta,Kowalska,,02/02/1915
rec-681-dup-1,Kowalska,Bernadetta,Ludmiła,503145195,02/02/1915
rec-681-dup-2,Ludmiła,Bernadetta,Kowalska,503145195,02/02/1915
rec-681-org,Ludmiła,Bernadetta,Kowalska,503145195,02/02/1951
rec-682-dup-0,Kornelia,Sadowska,Izabella,,12/05/1978
rec-682-org,Kornelia,Izabella,Sadowska,668592624,12/05/1987
rec-683-dup-0,Kucharska,Daria,Justyna,,24/08/1945
rec-683-dup-1,Justyna,Daria,Kucharska,785410225,24/08/1945
rec-683-dup-2,Kucharska,Daria,Justyna,785410225,24/08/1945
rec-683-org,Daria,Justyna,Kucharska,785410225,24/08/1954
rec-684-org,Anastazja,Zyta,Kozłowska,736421522,11/06/1995
rec-685-dup-0,Klementyna,Czerwińska,Florentyna,,18/09/1938
rec-685-org,Klementyna,Florentyna,Czerwińska,796952366,18/09/1983
rec-686-dup-0,Wawrzyniak,Teodora,Luiza,,12/04/1919
rec-686-org,Luiza,Teodora,Wawrzyniak,536196893,12/04/1991
rec-687-org,Donata,Adela,Brzezińska,608721055,10/03/2000
rec-688-org,Julia,Kazimiera,Olszewska,663330212,23/01/1973
rec-689-dup-0,Górska,Dobrosława,Malwina,,03/03/1945
rec-689-dup-1,Malwina,Dobrosława,Górska,791917920,03/03/1945
rec-689-org,Malwina,Dobrosława,Górska,791917920,03/03/1954
rec-690-dup-0,Edyta,Henryka,Dąbrowska,,11/12/1997
rec-690-org,Edyta,Henryka,Dąbrowska,736227284,11/12/1979
rec-691-dup-0,Król,Kunegunda,Izabella,,13/01/1918
rec-691-dup-1,Kunegunda,Król,Izabella,454120092,13/01/1918
rec-691-dup-2,Izabella,Kunegunda,Król,454120092,13/01/1918
rec-691-org,Kunegunda,Izabella,Król,454120092,13/01/1981
rec-692-dup-0,Natalia,Jasińska,Ludwika,,17/02/1966
rec-692-dup-1,Jasińska,Natalia,Ludwika,794984362,17/02/1966
rec-692-org,Ludwika,Natalia,Jasińska,794984362,17/02/1966
rec-693-dup-0,Malinowska,Lucyna,Maryla,669036289,15/12/2000
rec-693-dup-1,Lucyna,Malinowska,Maryla,,15/12/2000
rec-693-org,Maryla,Lucyna,Malinowska,669036289,15/12/2000
rec-694-dup-0,Malinowska,Anastazja,Zinaida,,03/02/1956
rec-694-dup-1,Malinowska,Anastazja,Zinaida,786620563,03/02/1956
rec-694-org,Anastazja,Zinaida,Malinowska,786620563,03/02/1965
rec-695-dup-0,Aniela,Olszewska,Rozalia,,07/05/1968
rec-695-org,Rozalia,Aniela,Olszewska,453428113,07/05/1986
rec-696-org,Blandyna,Izabella,Sadowska,453419909,02/08/2017
rec-697-org,Marianna,Wincentyna,Duda,570546835,12/12/1994
rec-698-dup-0,Amelia,Marlena,Górska,,10/01/1997
rec-698-dup-1,Marlena,Górska,Amelia,668182096,10/01/1997
rec-698-dup-2,Górska,Amelia,Marlena,668182096,10/01/1997
rec-698-org,Marlena,Amelia,Górska,668182096,10/01/1979
rec-699-org,Olimpia,Izabella,Makowska,691133228,20/12/1981
rec-700-org,Lila,Izabella,Borkowska,692545960,13/11/2004
rec-701-org,Olga,Żaneta,Ostrowska,731297102,18/05/1995
rec-702-org,Zuzanna,Amelia,Wiśniewska,695242149,03/02/1972
rec-703-dup-0,Gerda,Magda,Kowalska,,13/05/1927
rec-703-org,Magda,Gerda,Kowalska,694721970,13/05/1972
rec-704-dup-0,Serafina,Ruta,Tomaszewska,,15/09/1909
rec-704-dup-1,Tomaszewska,Serafina,Ruta,517589551,15/09/1909
rec-704-dup-2,Ruta,Tomaszewska,Serafina,517589551,15/09/1909
rec-704-org,Ruta,Serafina,Tomaszewska,517589551,15/09/1990
rec-705-org,Irmgarda,Waleria,Kowalska,780380214,13/10/1973
rec-706-dup-0,Bąk,Sonia,Eufemia,,04/12/1974
rec-706-dup-1,Sonia,Bąk,Eufemia,691577871,04/12/1974
rec-706-dup-2,Bąk,Eufemia,Sonia,691577871,04/12/1974
rec-706-org,Sonia,Eufemia,Bąk,691577871,04/12/1947
rec-707-dup-0,Antonina,Wiśniewska,Wioletta,,04/08/1919
rec-707-org,Wioletta,Antonina,Wiśniewska,665155973,04/08/1991
rec-708-dup-0,Natalia,Izabella,Duda,,02/07/2071
rec-708-org,Izabella,Natalia,Duda,722723590,02/07/2017
rec-709-dup-0,Andrzejewska,Stanisława,Rozalia,,09/02/1974
rec-709-org,Rozalia,Stanisława,Andrzejewska,530306442,09/02/1947
rec-710-dup-0,Barbara,Jakubowska,Renata,,11/07/1984
rec-710-dup-1,Jakubowska,Renata,Barbara,797683420,11/07/1984
rec-710-org,Renata,Barbara,Jakubowska,797683420,11/07/1948
rec-711-dup-0,Larysa,Eliza,Kulesza,,13/10/2060
rec-711-org,Larysa,Eliza,Kulesza,606778265,13/10/2006
rec-712-dup-0,Konstancja,Wiśniewska,Ilona,,30/08/1955
rec-712-org,Konstancja,Ilona,Wiśniewska,531992550,30/08/1955
rec-713-org,Weronika,Amelia,Jakubowska,506480727,04/10/1988
rec-714-dup-0,Kamilla,Walczak,Diana,,19/11/2011
rec-714-dup-1,Walczak,Diana,Kamilla,668296353,19/11/2011
rec-714-org,Diana,Kamilla,Walczak,668296353,19/11/2011
rec-715-org,Aneta,Irena,Tomczak,454481776,27/06/1975
rec-716-dup-0,Zenona,Czarnecka,Irmgarda,,18/03/1938
rec-716-org,Zenona,Irmgarda,Czarnecka,885127652,18/03/1983
rec-717-org,Gabryela,Eulalia,Szczepańska,786491111,30/10/1988
rec-718-dup-0,Izabella,Anna,Sobczak,,07/07/1998
rec-718-dup-1,Anna,Izabella,Sobczak,799817890,07/07/1998
rec-718-dup-2,Sobczak,Anna,Izabella,799817890,07/07/1998
rec-718-org,Anna,Izabella,Sobczak,799817890,07/07/1989
rec-719-org,Roma,Natalia,Olszewska,661371576,23/11/2006
rec-720-dup-0,Matylda,Pawlak,Eliza,,29/01/1909
rec-720-dup-1,Pawlak,Matylda,Eliza,883844446,29/01/1909
rec-720-dup-2,Matylda,Pawlak,Eliza,883844446,29/01/1909
rec-720-org,Matylda,Eliza,Pawlak,883844446,29/01/1990
rec-721-dup-0,Violetta,Agata,Rutkowska,,08/07/2021
rec-721-dup-1,Agata,Rutkowska,Violetta,452589552,08/07/2021
rec-721-org,Agata,Violetta,Rutkowska,452589552,08/07/2012
rec-722-dup-0,Mazurska,Karolina,Dioniza,,17/06/1957
rec-722-dup-1,Dioniza,Mazurska,Karolina,736096262,17/06/1957
rec-722-dup-2,Mazurska,Karolina,Dioniza,736096262,17/06/1957
rec-722-org,Dioniza,Karolina,Mazurska,736096262,17/06/1975
rec-723-org,Angelika,Felicja,Kaczmarska,502819648,07/06/1956
rec-724-org,Julianna,Cyryla,Wiśniewska,660920981,24/01/1984
rec-725-dup-0,Natalia,Marlena,Kwiatkowska,785233438,25/12/2000
rec-725-org,Marlena,Natalia,Kwiatkowska,785233438,25/12/2000
rec-726-dup-0,Maryla,Stępieńska,Amelia,,04/10/1987
rec-726-org,Maryla,Amelia,Stępieńska,454120911,04/10/1978
rec-727-dup-0,Pawłowska,Julia,Inga,,14/01/1994
rec-727-org,Inga,Julia,Pawłowska,572117536,14/01/1949
rec-728-org,Sonia,Zdzisława,Szulc,503665722,22/03/1968
rec-729-org,Dorota,Nadzieja,Bąk,451557998,24/09/1929
rec-730-org,Eulalia,Liliana,Mazurska,730808823,07/02/2002
rec-731-org,Fryderyka,Milena,Kaczmarek,531244731,21/09/1971
rec-732-dup-0,Aniela,Izabella,Adamska,,19/02/2021
rec-732-org,Aniela,Izabella,Adamska,668634234,19/02/2012
rec-733-dup-0,Gerda,Lidia,Marciniak,,04/10/1989
rec-733-org,Gerda,Lidia,Marciniak,883767694,04/10/1998
rec-734-dup-0,Izabella,Klara,Bąk,,19/05/2011
rec-734-dup-1,Klara,Bąk,Izabella,539551720,19/05/2011
rec-734-dup-2,Izabella,Bąk,Klara,539551720,19/05/2011
rec-734-org,Izabella,Klara,Bąk,539551720,19/05/2011
rec-735-org,Ruta,Aniceta,Pawlicka,788560125,12/03/1976
rec-736-dup-0,Marzanna,Pawłowska,Edyta,,11/12/1909
rec-736-dup-1,Pawłowska,Marzanna,Edyta,785525105,11/12/1909
rec-736-org,Edyta,Marzanna,Pawłowska,785525105,11/12/1990
rec-737-dup-0,Rutkowska,Eugenia,Walentyna,,04/04/1916
rec-737-org,Walentyna,Eugenia,Rutkowska,885381649,04/04/1961
rec-738-dup-0,Cyryla,Wioleta,Szymańska,,16/08/1995
rec-738-org,Cyryla,Wioleta,Szymańska,731966553,16/08/1959
rec-739-dup-0,Beata,Czesława,Wojciechowska,,10/01/1936
rec-739-org,Beata,Czesława,Wojciechowska,501729596,10/01/1963
rec-740-dup-0,Adamczyk,Mirella,Katarzyna,,01/11/1993
rec-740-dup-1,Katarzyna,Adamczyk,Mirella,457426088,01/11/1993
rec-740-dup-2,Adamczyk,Katarzyna,Mirella,457426088,01/11/1993
rec-740-org,Katarzyna,Mirella,Adamczyk,457426088,01/11/1939
rec-741-dup-0,Luba,Eliza,Wiśniewska,,16/06/1948
rec-741-org,Eliza,Luba,Wiśniewska,886445561,16/06/1984
rec-742-dup-0,Arletta,Michalska,Adelajda,,05/01/1926
rec-742-dup-1,Michalska,Arletta,Adelajda,577715910,05/01/1926
rec-742-org,Adelajda,Arletta,Michalska,577715910,05/01/1962
rec-743-dup-0,Augustyna,Daria,Szulc,,28/12/2071
rec-743-org,Daria,Augustyna,Szulc,796321358,28/12/2017
rec-744-dup-0,Ryszarda,Adriana,Czerwińska,,30/03/1956
rec-744-dup-1,Czerwińska,Adriana,Ryszarda,500414596,30/03/1956
rec-744-dup-2,Ryszarda,Adriana,Czerwińska,500414596,30/03/1956
rec-744-org,Ryszarda,Adriana,Czerwińska,500414596,30/03/1965
rec-745-dup-0,Irena,Benedykta,Walczak,,19/04/1928
rec-745-dup-1,Irena,Benedykta,Walczak,502529671,19/04/1928
rec-745-org,Irena,Benedykta,Walczak,502529671,19/04/1982
rec-746-org,Anastazja,Józefa,Rutkowska,575731441,22/04/1971
rec-747-org,Grażyna,Emma,Król,501703037,16/04/1998
rec-748-org,Daria,Lilla,Sobczak,738854728,08/03/1950
rec-749-dup-0,Domańska,Seweryna,Lubomira,,31/05/1965
rec-749-org,Seweryna,Lubomira,Domańska,738363146,31/05/1956
rec-750-org,Scholastyka,Sylwestra,Gajewska,517113072,22/08/1965
rec-751-org,Irma,Bogdana,Domańska,571815632,17/07/1974
rec-752-dup-0,Wójcik,Klaudia,Mirosława,,20/03/1995
rec-752-org,Klaudia,Mirosława,Wójcik,575106634,20/03/1959
rec-753-dup-0,Renata,Grabowska,Tamara,,19/01/1915
rec-753-dup-1,Tamara,Renata,Grabowska,698610313,19/01/1915
rec-753-org,Renata,Tamara,Grabowska,698610313,19/01/1951
rec-754-dup-0,Elżbieta,Wiera,Jabłońska,,27/12/1994
rec-754-org,Elżbieta,Wiera,Jabłońska,721439666,27/12/1949
rec-755-org,Wacława,Melania,Krajewska,513549401,20/12/1958
rec-756-org,Anastazja,Zuzanna,Szulc,532512257,22/01/1954
rec-757-org,Maja,Edwarda,Jakubowska,452412095,01/10/2013
rec-758-dup-0,Gabryela,Młynarczyk,Petronela,,25/03/1965
rec-758-dup-1,Gabryela,Młynarczyk,Petronela,500094388,25/03/1965
rec-758-org,Petronela,Gabryela,Młynarczyk,500094388,25/03/1956
rec-759-dup-0,Laskowska,Natalia,Bogusława,,01/08/1946
rec-759-dup-1,Bogusława,Laskowska,Natalia,885775847,01/08/1946
rec-759-dup-2,Bogusława,Laskowska,Natalia,885775847,01/08/1946
rec-759-org,Natalia,Bogusława,Laskowska,885775847,01/08/1964
rec-760-dup-0,Jarosława,Kowalska,Bożenna,608971480,28/07/1955
rec-760-dup-1,Kowalska,Bożenna,Jarosława,,28/07/1955
rec-760-org,Jarosława,Bożenna,Kowalska,608971480,28/07/1955
rec-761-dup-0,Wilk,Teresa,Iwona,,30/04/1949
rec-761-dup-1,Iwona,Teresa,Wilk,607039653,30/04/1949
rec-761-org,Iwona,Teresa,Wilk,607039653,30/04/1994
rec-762-dup-0,Zbigniewa,Szymczak,Maryla,,31/07/1947
rec-762-dup-1,Maryla,Szymczak,Zbigniewa,578782455,31/07/1947
rec-762-dup-2,Zbigniewa,Maryla,Szymczak,578782455,31/07/1947
rec-762-org,Maryla,Zbigniewa,Szymczak,578782455,31/07/1974
rec-763-dup-0,Zenaida,Szulc,Renata,,10/06/1948
rec-763-org,Renata,Zenaida,Szulc,459859167,10/06/1984
rec-764-dup-0,Izabella,Wawrzyniak,Bernardeta,,16/05/1998
rec-764-dup-1,Izabella,Wawrzyniak,Bernardeta,782728498,16/05/1998
rec-764-org,Izabella,Bernardeta,Wawrzyniak,782728498,16/05/1989
rec-765-org,Modesta,Apolonia,Włodarczyk,457034910,14/01/1980
rec-766-org,Jarosława,Józefa,Kowalewska,454254882,09/12/2011
rec-767-dup-0,Sikorska,Anastazja,Adolfina,,13/11/1989
rec-767-dup-1,Anastazja,Adolfina,Sikorska,731430753,13/11/1989
rec-767-dup-2,Sikorska,Anastazja,Adolfina,731430753,13/11/1989
rec-767-org,Adolfina,Anastazja,Sikorska,731430753,13/11/1998
rec-768-dup-0,Erna,Gajewska,Ludwika,,22/03/1979
rec-768-dup-1,Ludwika,Erna,Gajewska,574942965,22/03/1979
rec-768-org,Ludwika,Erna,Gajewska,574942965,22/03/1997
rec-769-org,Włodzimiera,Erika,Andrzejewska,668344149,18/08/2008
