rec-id,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform
rec-7217-dup-0,Isabella,Pawlika,60-175,Kalisz,,3203 73369 4295 8774,,8
rec-7217-dup-1,Izapella,Pawlicl<a,60-175,Kalijz,,3203 7369 4295 8774,,8
rec-7217-org,Izabella,Pawlicka,60-175,Kalisz,889774114,3203 7369 4295 8774,61351.76,8
rec-7218-org,Teresa,Zając,64-530,Kalisz,782379699,5227 9535 8305 9609,91028.37,81
rec-7219-dup-0,Dakmara,Olsewska,60-788,Konib,511750252,1863 0398 20955 2193,,95
rec-7219-dup-1,Dakmara,Olssewska,60-7u8,Konin,,1863 03898 2955 2193,41294.17,95
rec-7219-dup-2,Dagara,Olsewska,60-798,Konin,511750252,1863 039 2955 2193,41294.17,9
rec-7219-org,Dagmara,Olszewska,60-788,Konin,511750252,1863 0398 2955 2193,41294.17,95
rec-7220-org,Halina,Sokołowska,60-241,Konin,605736503,9049 8994 9377 9011,50725.11,66
rec-7221-org,Izabella,Sikora,61-763,Konin,538474134,7575 3083 5258 0779,50704.40,59
rec-7222-dup-0,Rystzarda,Kalinoska,61-709,Poznań,,4067 3831 1762 5877,,92
rec-7222-dup-1,Rysarda,Kalinowzka,61-709,Pozmań,783702405,4067 3831 81762 5877,44669.40,92
rec-7222-org,Ryszarda,Kalinowska,61-709,Poznań,783702405,4067 3831 1762 5877,44669.40,29
rec-7223-dup-0,Łucja,Szymczyk,62-387,,,3645 6259 5515 5 582,54568.68,82
rec-7223-org,Łucja,Szymczak,61-387,Konin,513763529,3645 6259 5515 5582,54568.68,82
rec-7224-org,Honorata,Sokołowska,60-329,Kalisz,576209732,8045 5442 8666 2474,9174.98,78
rec-7225-dup-0,Ameoia,Zielińzka,61-62u,Piła,,6137 0932 6137 38849,33789.97,33
rec-7225-org,Amelia,Zielińska,61-627,Piła,600188360,6137 0932 6137 3849,33789.97,33
rec-7226-org,Izabella,Wilk,61-578,Poznań,887274758,4981 8243 8176 6827,56924.96,83
rec-7227-dup-0,Adrjana,Wajilewska,60-788,,608844049,2755 6519 093 3519,51115.79,29
rec-7227-dup-1,Adryana,Wasilevskiea,60-789,Ledzno,,2755 6519 0936 519,51115.79,29
rec-7227-org,Adriana,Wasilewska,60-789,Leszno,608844049,2755 6519 0936 3519,51115.79,29
rec-7228-org,Teofila,Borkowska,61-299,Gniezno,517993516,4439 1504 3244 1503,48692.31,82
rec-7229-dup-0,Sonya,Jakóbowska,61-386,,,1603 45591 6249 3510,23688.25,65
rec-7229-org,Sonia,Jakubowska,61-386,Poznań,795146329,1603 4551 6249 3510,23688.25,65
rec-7230-dup-0,Marola,Duta,61-692,Kalijz,,9301 6882 1432 3772,42934.56,9
rec-7230-org,Mariola,Duda,61-602,Kalisz,662975987,9301 6882 1432 3772,42934.56,9
rec-7231-dup-0,Irmfarda,Młynarczyk,61-846,Posnań,,0640 4090 28064 5309,40796.09,79
rec-7231-org,Irmgarda,Młynarczyk,61-746,Poznań,887499256,0640 4090 8064 5309,40796.09,79
rec-7232-dup-0,Jakoda,Zawadzcka,64-93q,Leslzno,,3037 6373 6813 4707,30937.11,21
rec-7232-org,Jagoda,Zawadzka,64-932,Leszno,789673985,3037 6373 6813 4707,30937.11,21
rec-7233-dup-0,Zdzijława,Kulezza,62-660,Poanań,,4019 5768 9204 8922,,96
rec-7233-org,Zdzisława,Kulesza,62-660,Poznań,536584484,4019 5768 9204 8922,69316.93,96
rec-7234-dup-0,Atolfa,Leandowska,60-136,Gniezjo,502360985,8341 1498 4011 3989,,6
rec-7234-dup-1,Adolfa,Lewantowska,60-136,Gnieznxo,,8341 14598 4011 3989,75845.98,6
rec-7234-dup-2,Adokfa,Lewantowska,60-1e6,Gniezno,502360985,8341 12498 4011 3989,,76
rec-7234-org,Adolfa,Lewandowska,60-136,Gniezno,502360985,8341 1498 4011 3989,75845.98,76
rec-7235-dup-0,Cecylia,Kołodziejzka,61-035,Gniezn9,512906080,9943 1302 974 6707,43451.07,13
rec-7235-dup-1,Cesilia,Kołodziejska,61-035,Gnizno,512906080,9943 1302 977 6707,,31
rec-7235-org,Cecylia,Kołodziejska,61-036,Gniezno,512906080,9943 1302 9774 6707,43451.07,31
rec-7236-dup-0,Wiktorua,Wojciechowzka,61-529,Poznań,,0545 0887 769 2015,74506.23,57
rec-7236-dup-1,Wiktona,Wojciechowstka,61-5q9,Posnań,503611998,0545 0887 479 2015,74506.23,75
rec-7236-org,Wiktoria,Wojciechowska,61-529,Poznań,503611998,0545 0887 4769 2015,74506.23,75
rec-7237-dup-0,Marcjana,Duta,60-228,,798603998,3168 30089 7762 7007,42817.48,7
rec-7237-dup-1,Marczanna,Ducla,60-219,Gniezno,,3168 3089 7762 7007,,7
rec-7237-org,Marcjanna,Duda,60-218,Gniezno,798603998,3168 3089 7762 7007,42817.48,7
rec-7238-dup-0,Gabryla,Sokołpwska,missing,Piła,882143107,5431 367 9224 5441,,47
rec-7238-dup-1,Gapriela,Sokołowjka,62-480,Piła,882143107,5431 3607 9224 541,,47
rec-7238-org,Gabriela,Sokołowska,62-580,Piła,882143107,5431 3607 9224 5441,56113.73,47
rec-7239-org,Kornela,Olszewska,62-323,Poznań,788582598,3007 3508 7417 7361,51890.79,13
rec-7240-dup-0,Wiesłavva,Kalinowzka,missing,Konin,514216551,1885 6880 2804 83805,,4
rec-7240-org,Wiesława,Kalinowska,61-200,Konin,514216551,1885 6880 2804 8805,85546.19,4
rec-7241-dup-0,Otylya,Ctserwińska,61-848,Kalisz,,4634 7437 611 6008,32586.13,64
rec-7241-org,Otylia,Czerwińska,61-858,Kalisz,454244313,4634 7437 9611 6008,32586.13,64
rec-7242-dup-0,Juluanna,Michalzka,61-r23,Gniesno,,0557 7389 7730 6406,26845.79,90
rec-7242-dup-1,Juliana,Micalska,61-423,Gniexno,450820744,0557 7389 7730 646,26845.79,97
rec-7242-org,Julianna,Michalska,61-423,Gniezno,450820744,0557 7389 7730 6406,26845.79,90
rec-7243-dup-0,Rnata,Zawadska,64-4o0,Poznań,,9536 7238 7815 3916,56120.23,3
rec-7243-org,Renata,Zawadzka,64-400,Poznań,577894751,9536 7238 7815 3916,56120.23,35
rec-7244-dup-0,Atolfina,Domańjka,61-711,Ssamotuły,,5431 1213 6413 4367,33627.35,12
rec-7244-org,Adolfina,Domańska,61-721,Szamotuły,535133005,5431 1213 6413 4367,33627.35,12
rec-7245-dup-0,Agniedzka,Andrzejewska,60-758,Lejzno,,2808 9592 03467 6486,45608.85,37
rec-7245-org,Agnieszka,Andrzejewska,60-759,Leszno,720369929,2808 9592 0467 6486,45608.85,37
rec-7246-org,Judyta,Kubicka,64-551,Gniezno,796915493,1359 7919 4627 9115,39983.16,74
rec-7247-dup-0,Leoma,Brzezińzka,60-469,Poznań,,5681 1003 3416 11819,25279.39,
rec-7247-org,Leona,Brzezińska,60-469,Poznań,664005529,5681 1003 3416 1119,25279.39,5
rec-7248-org,Adamina,Czerwińska,61-838,Poznań,518369497,6662 5584 2827 4888,25809.60,67
rec-7249-org,Eleonora,Wasilewska,61-146,Leszno,536837205,2050 5976 1956 1077,78030.87,50
rec-7250-org,Diana,Adamska,60-792,Gniezno,500572418,7277 7667 5050 6818,57751.59,26
rec-7251-dup-0,Kornelia,Rótkowska,61-231,Konin,,3733 4556  7881 2060,54457.05,
rec-7251-dup-1,Kornelia,Rutkovskiea,62-131,Konun,534483518,3733 4556 7881 20660,,3
rec-7251-org,Kornelia,Rutkowska,61-131,Konin,534483518,3733 4556 7881 2060,54457.05,3
rec-7252-dup-0,Ijabella,Domańscka,69-373,Poznań,,6163 465 2833 0891,35966.14,24
rec-7252-dup-1,Izabella,Domańzka,60-363,Pojnań,,6163 4653 28323 0891,35966.14,24
rec-7252-org,Izabella,Domańska,60-373,Poznań,570516497,6163 4653 2833 0891,35966.14,24
rec-7253-org,Elza,Adamska,62-650,Gniezno,605717568,7343 8554 7344 8032,12057.16,57
rec-7254-org,Monika,Wysocka,61-323,Poznań,888242122,7751 5277 0484 5471,65791.71,61
rec-7255-dup-0,Liloana,Rutkowska,61-775,Poanań,,7670 4262 8003 24448,45949.42,67
rec-7255-org,Liliana,Rutkowska,61-774,Poznań,734483337,7670 4262 8003 2448,45949.42,67
rec-7256-dup-0,Ja9oda,Czarneka,missing,Kalisz,,4448 8655 0504 84142,36746.76,93
rec-7256-dup-1,Jagoda,Cjarnecka,60-1w5,Kal8sz,537113454,44458 8655 0504 8142,,93
rec-7256-dup-2,Jagocla,Czaahnecka,60-136,Kslisz,,4448 8655 0504 8142,36746.76,93
rec-7256-org,Jagoda,Czarnecka,60-135,Kalisz,537113454,4448 8655 0504 8142,36746.76,93
rec-7257-dup-0,Jarosłaa,Dąbrowscka,62-541,Pojnań,,1586 1251 8344 74491,46478.04,8
rec-7257-dup-1,Jarozława,Dąbrowzka,62-541,,535632525,1586 1251 83 44 7441,46478.04,18
rec-7257-org,Jarosława,Dąbrowska,62-541,Poznań,535632525,1586 1251 8344 7441,46478.04,8
rec-7258-org,Ksenia,Borkowska,60-765,Piła,797540074,4078 3634 1886 3450,63395.25,100
rec-7259-org,Barbara,Kowalewska,60-766,Poznań,888129789,5442 8518 7317 9348,55151.02,76
rec-7260-org,Henryka,Duda,60-173,Kalisz,457505801,5994 2183 8624 3107,58983.46,24
rec-7261-dup-0,Ligya,Kucharzka,64-932,,,7025 5514 40948 6774,38868.49,81
rec-7261-org,Ligia,Kucharska,64-932,Piła,795000074,7025 5514 4948 6774,38868.49,81
rec-7262-org,Marcela,Adamska,61-049,Poznań,736575096,9710 1305 6669 8569,39409.64,35
rec-7263-org,Ligia,Kozłowska,61-226,Poznań,669509601,7046 2724 1268 7511,39914.11,81
rec-7264-dup-0,Mirozława,Wasielewska,60-384,Kalisj,730266083,8837 662 6677 2118,76135.84,10
rec-7264-org,Mirosława,Wasilewska,60-384,Kalisz,730266083,8837 6632 6677 2118,76135.84,50
rec-7265-dup-0,Romualta,Urpańska,61-t99,Poznań,780299967,68762494 2218 6221,,17
rec-7265-org,Romualda,Urbańska,61-699,Poznań,780299967,6876 2494 2218 6221,69314.59,17
rec-7266-dup-0,Joana,Włodarcjyk,64-5o0,Konin,,3630 4937 4971 572,7743.78,55
rec-7266-org,Joanna,Włodarczyk,64-500,Konin,786597500,3630 4937 4971 5672,7743.78,55
rec-7267-dup-0,Julyanna,Kamińjka,61-299,,,7072 5259 6500 6319,23673.40,2
rec-7267-dup-1,Julianna,Kamińsma,62-209,Poznkań,,7072 5259 600 6319,23673.40,2
rec-7267-dup-2,Juliarina,Kamińzka,missing,Posnań,736029594,7072 5259 6500 619,23673.40,2
rec-7267-org,Julianna,Kamińska,61-209,Poznań,736029594,7072 5259 6500 6319,23673.40,2
rec-7268-org,Izydora,Wasilewska,60-246,Gniezno,695576150,6693 2321 5920 5345,51267.09,40
rec-7269-org,Izabella,Maj,64-600,Konin,608882991,8115 6451 2323 6924,41190.68,17
rec-7270-dup-0,Angelicka,Urbańska,62-920,Poznsń,884729967,2133 40737 7432 4220,,10
rec-7270-dup-1,Angekika,Urbańzka,62-010,Poznań,884729967,2133 4077 432 4220,,10
rec-7270-org,Angelika,Urbańska,62-020,Poznań,884729967,2133 4077 7432 4220,43081.30,10
rec-7271-dup-0,Natalya,Górstka,64-305,Konin,,7574 7986 5912 51302,80649.82,1
rec-7271-dup-1,Natwlia,Górska,64-e05,Konin,,7574 7986  5912 1302,,21
rec-7271-dup-2,Natalkia,Górzka,64-395,Konin,,7574 7986 5912 11302,80649.82,21
rec-7271-org,Natalia,Górska,64-305,Konin,660093546,7574 7986 5912 1302,80649.82,21
rec-7272-org,Eryka,Tomaszewska,60-809,Konin,530850096,1799 7423 9146 0525,58972.38,18
rec-7273-dup-0,Teodoja,Sobcsak,60-244,Posnań,,4248 1734 5733 7651,53328.88,4
rec-7273-org,Teodozja,Sobczak,60-254,Poznań,789331676,4248 1734 5733 7651,53328.88,4
rec-7274-dup-0,Romualta,Duta,60-467,Posnań,724577092,9411 18976990 2883,39787.08,36
rec-7274-dup-1,Romualta,Duta,60-467,Pozmań,,9411 1897 990 2883,39787.08,63
rec-7274-org,Romualda,Duda,60-467,Poznań,724577092,9411 1897 6990 2883,39787.08,63
rec-7275-dup-0,Scholastykz,Lawandowska,62-43o,Pozmań,534472932,6646 7072 06129 8595,27325.74,29
rec-7275-dup-1,Skholastyka,Lewandowska,62-e30,Poznwń,,6646 7072 0629 8595,27325.74,79
rec-7275-org,Scholastyka,Lewandowska,62-430,Poznań,534472932,6646 7072 0629 8595,27325.74,29
rec-7276-org,Leontyna,Kołodziejska,61-314,Kalisz,790546703,8782 7390 0054 7151,57914.62,98
rec-7277-org,Izabella,Ostrowska,60-393,Gniezno,787644031,5257 6796 3397 9508,37756.15,39
rec-7278-dup-0,Izapella,Kołalska,61-397,Piła,,217 9912 3374 6265,45784.63,66
rec-7278-dup-1,Itsabella,Koalska,61-3o7,Piła,,2175 912 3374 6265,45784.63,66
rec-7278-org,Izabella,Kowalska,61-307,Piła,507425071,2175 9912 3374 6265,45784.63,66
rec-7279-org,Marlena,Michalska,63-700,Poznań,609011492,4403 8022 6879 9285,48640.08,23
rec-7280-dup-0,Maza,Kubiccka,64-e26,Gniesno,792897922,7243 0193 024 9128,29583.94,47
rec-7280-org,Maja,Kubicka,64-426,Gniezno,792897922,7243 0193 0243 9128,29583.94,47
rec-7281-dup-0,Lutwika,Jabłońska,missing,,,5237 4824 3705 7793,37309.25,92
rec-7281-dup-1,Luswika,Jabłońska,63-4e0,,785259794,5237 4824 375 7793,37309.25,92
rec-7281-org,Ludwika,Jabłońska,63-430,Poznań,785259794,5237 4824 3705 7793,37309.25,29
rec-7282-org,Blandyna,Kaczmarska,60-706,Konin,510489768,8126 5279 4555 7557,88697.86,25
rec-7283-org,Narcyza,Szymczak,62-306,Ostrów Wielkopolski,574116113,0868 6880 7849 5184,23680.13,99
rec-7284-org,Adelajda,Sokołowska,61-369,Ostrów Wielkopolski,784970246,0555 1713 3550 6080,61347.54,22
rec-7285-org,Czesława,Olszewska,60-627,Poznań,609300363,8386 0518 2787 9453,47057.39,14
rec-7286-dup-0,Maahlena,Szu1c,62-506,Konun,,6249 5509 40227389,52693.52,10
rec-7286-dup-1,Mazrlena,Ssulc,missing,Konin,,6249 559 4022 7389,52693.52,10
rec-7286-dup-2,Marleva,Szvlc,62-596,Komin,737694465,6249 559 4022 7389,52693.52,10
rec-7286-org,Marlena,Szulc,62-506,Konin,737694465,6249 5509 4022 7389,52693.52,10
rec-7287-org,Izabella,Sikorska,60-446,Kalisz,573558571,6560 4508 5250 2353,50717.69,86
rec-7288-dup-0,Stevania,Wystocka,61-244,Posnań,539316611,1027 1773 08491 3348,30178.15,00
rec-7288-dup-1,Stefaniq,Wysoclca,missing,Pozań,539316611,1027 1773 0491 3348,30178.15,170
rec-7288-org,Stefania,Wysocka,61-244,Poznań,539316611,1027 1773 0491 3348,30178.15,100
rec-7289-dup-0,Zbikniewa,Brjezińska,61-019,Poznań,,1711 1030 19800868,55985.00,56
rec-7289-org,Zbigniewa,Brzezińska,61-019,Poznań,668013915,1711 1030 1980 0868,55985.00,96
rec-7290-org,Kalina,Przybylska,60-706,Szamotuły,662639702,4271 5896 8784 7321,50607.45,34
rec-7291-dup-0,Adz,Sobcjak,missing,Kalisj,691854400,1843 9281 2579 7535,,95
rec-7291-org,Ada,Sobczak,61-605,Kalisz,691854400,1843 9281 2579 7535,61179.01,95
rec-7292-dup-0,Genoefa,Msj,61-155,Konin,,5884 2936 2881 6228,59392.27,368
rec-7292-org,Genowefa,Maj,61-165,Konin,571771738,5884 2936 2881 6228,59392.27,68
rec-7293-org,Adela,Sobczak,61-852,Poznań,572919236,4505 5332 0010 6276,34094.50,9
rec-7294-org,Tamara,Wojciechowska,62-620,Poznań,666991700,7076 2668 8875 2707,80273.31,76
rec-7295-org,Julia,Górecka,61-315,Poznań,889450893,6889 9431 8834 9944,52501.96,51
rec-7296-org,Anita,Tomczak,60-138,Poznań,531335988,9334 8149 3102 5117,44315.26,13
rec-7297-org,Inga,Maciejewska,60-375,Konin,797796289,3530 8969 0942 5011,54772.50,22
rec-7298-dup-0,Amelya,Zakrzewska,missing,Kalixz,,9571 5500 1966 328,58103.97,34
rec-7298-dup-1,Amelia,Zakrzewslca,61-468,Kalisz,,9571 5500 19668 7328,,34
rec-7298-dup-2,Amelya,Za1<rzewska,61-4u8,Kalksz,,9571 5500 1966 7328,58103.97,34
rec-7298-org,Amelia,Zakrzewska,61-478,Kalisz,572148363,9571 5500 1966 7328,58103.97,34
rec-7299-dup-0,Hanke,Wilchyńska,62-865,Leszno,514394717,2569 871 7063 2304,,6
rec-7299-org,Hanka,Wilczyńska,62-865,Leszno,514394717,2569 8771 7063 2304,43206.63,62
rec-7300-org,Izabella,Urbańska,63-400,Poznań,798362898,9090 1422 1808 6216,71136.00,49
rec-7301-dup-0,Romana,Ssulc,61-y84,Gnizno,,0982 1094 4501 5397,,43
rec-7301-org,Romana,Szulc,61-684,Gniezno,536944507,0982 1094 4501 5397,80570.96,43
rec-7302-org,Izabella,Rutkowska,77-470,Konin,576198389,0065 0679 6284 0339,35964.43,55
rec-7303-dup-0,Lukjanna,Mazórska,69-851,Konin,,3697 4788 5602 9955,,49
rec-7303-org,Lucjanna,Mazurska,60-851,Konin,733568481,3697 4788 5602 9955,45918.85,49
rec-7304-org,Eufemia,Malinowska,60-683,Poznań,539925449,3460 1995 7790 5246,38042.55,4
rec-7305-org,Elfryda,Sadowska,60-138,Gniezno,737606924,2872 7280 9240 1150,68650.42,58
rec-7306-org,Zenaida,Olszewska,60-538,Leszno,782815557,2166 0087 6287 2980,59588.55,54
rec-7307-org,Roma,Przybylska,60-389,Kalisz,505247285,1182 2515 9409 9917,61863.63,95
rec-7308-dup-0,Teotora,Sokółoska,62-862,,,5367 6763 0633 1034,58240.34,89
rec-7308-dup-1,Teotora,Sockołowska,62-872,P9znań,,367 6763 0633 1034,58240.34,89
rec-7308-dup-2,Teod0ra,Sokołovskiea,62-872,Posnań,,5367 6763 0633 1034,,89
rec-7308-org,Teodora,Sokołowska,62-872,Poznań,667144342,5367 6763 0633 1034,58240.34,89
rec-7309-org,Hildegarda,Nowicka,61-873,Piła,517310018,8157 4138 0968 1747,42663.99,54
rec-7310-org,Eleonora,Górska,60-784,Piła,664888763,2564 0460 5220 2246,64845.52,41
rec-7311-dup-0,Honorata,Czerwiństka,60-o04,,889956497,5482 7037 723 1615,42231.36,192
rec-7311-dup-1,Honorada,Czerwińzka,60-094,Poznsń,889956497,5482 7037 736 1615,42231.36,12
rec-7311-org,Honorata,Czerwińska,60-004,Poznań,889956497,5482 7037 7236 1615,42231.36,12
rec-7312-dup-0,Patrycsa,Kul>icka,62-690,Lesno,,7552 5578 6766 0948,51409.27,26
rec-7312-org,Patrycja,Kubicka,62-690,Leszno,882041581,7552 5578 6766 0948,51409.27,62
rec-7313-org,Malwina,Rutkowska,61-888,Konin,518506243,8744 2413 2921 9341,81762.35,88
rec-7314-org,Zofia,Górecka,60-443,Piła,516654904,8396 4408 4152 4677,34400.38,66
rec-7315-dup-0,Eltsa,Wylk,60-717,Gnizno,691320941,1108 81777 6350 2783,50562.53,20
rec-7315-dup-1,Eltsa,Wilck,60-717,,691320941,1108 8177 6350 2783,,20
rec-7315-dup-2,Eltsa,Wilk,60-716,Gniesno,,1108 81757 6350 2783,50562.53,10
rec-7315-org,Elza,Wilk,60-716,Gniezno,691320941,1108 8177 6350 2783,50562.53,20
rec-7316-dup-0,Alima,Domańzka,61-745,Poznań,,7137 0897 54941 2293,,4
rec-7316-dup-1,Alina,Domańzka,71-745,Pozmań,,7137 00897 5491 2293,21836.60,4
rec-7316-dup-2,Alina,Domańscka,61-755,Posnań,728157997,7137 097 5491 2293,,4
rec-7316-org,Alina,Domańska,61-745,Poznań,728157997,7137 0897 5491 2293,21836.60,4
rec-7317-dup-0,Balpina,Mej,26-599,Poznań,,138 8776 9473 3120,45056.43,11
rec-7317-dup-1,Balb:na,Maz,26-599,Poznań,,1385 38776 9473 3120,45056.43,11
rec-7317-org,Balbina,Maj,26-590,Poznań,668584255,1385 8776 9473 3120,45056.43,11
rec-7318-dup-0,Walendyna,Jakuboska,missing,Konin,,2155 3744 1985 9088,,22
rec-7318-dup-1,Walen5yna,Jakubowzka,60-663,Kohin,,2155 3744 1985 9088,51855.86,20
rec-7318-dup-2,Walendyna,Jakubovskiea,60-6t3,Konin,,2155 3744 1985 9088,,22
rec-7318-org,Walentyna,Jakubowska,60-663,Konin,456611540,2155 3744 1985 9088,51855.86,22
rec-7319-org,Albina,Laskowska,60-242,Gniezno,459128487,8391 7843 7472 5490,18376.64,52
rec-7320-org,Eliza,Górecka,61-546,Kalisz,537715411,0481 5710 2524 6284,49007.13,45
rec-7321-dup-0,Ita,Jaorska,61-518,Poznań,,6756 77094597 1979,,94
rec-7321-org,Ida,Jaworska,61-518,Poznań,883623527,6756 7709 4597 1979,63327.44,94
rec-7322-dup-0,Zyda,Domańsia,60-330,Pojnań,,5880 9487 4501 662,72468.17,94
rec-7322-dup-1,Zyga,Domańskz,60-340,Poznań,696009275,5880 9487 42501 6626,72468.17,96
rec-7322-org,Zyta,Domańska,60-330,Poznań,696009275,5880 9487 4501 6626,72468.17,94
rec-7323-dup-0,Felicja,Duda,61-007,Ostrów Wielkopolsky,,7799 7739 2612 95235,,33
rec-7323-dup-1,Felicja,Duta,61-00u,Ostrów Wielkopolski,,7799 773 2612 9523,,35
rec-7323-org,Felicja,Duda,61-007,Ostrów Wielkopolski,607074780,7799 7739 2612 9523,43458.76,35
rec-7324-dup-0,Kinga,Walczack,61-570,Kalisz,,3513 4107 2076 409,40677.28,6
rec-7324-dup-1,Kinka,Walczak,61-57o,Kalizz,608418174,3513 41037 2076 4009,,63
rec-7324-dup-2,Kinka,Walc2ak,62-579,Kalisj,608418174,3513 4107 20766 4009,40677.28,63
rec-7324-org,Kinga,Walczak,61-579,Kalisz,608418174,3513 4107 2076 4009,40677.28,63
rec-7325-org,Joanna,Pawlicka,60-101,Szamotuły,518719605,2725 8929 8580 2130,80373.08,36
rec-7326-org,Grażyna,Michalska,61-252,Konin,783653402,7431 4959 2153 1126,89255.06,49
rec-7327-org,Izabella,Wiśniewska,60-330,Poznań,508282003,6272 9198 2435 8364,64625.33,53
rec-7328-dup-0,Florendyna,Włotarczyk,60-398,Piłs,,7312 7164 83654 7876,52109.54,18
rec-7328-dup-1,Florendyna,Włodarczyk,60-399,Piłs,,7312 7164 83265 7876,52109.54,18
rec-7328-dup-2,Florentvna,Włodarcsyk,60-398,Piła,,7312 7164 8365 7876,,1
rec-7328-org,Florentyna,Włodarczyk,60-398,Piła,665037691,7312 7164 8365 7876,52109.54,18
rec-7329-dup-0,Stefanya,Dudeck,63-220,Gniesno,,1538 6176 2648 1267,12332.37,6
rec-7329-dup-1,Stevania,Dutek,63-220,Gnizno,451410898,15398 6176 2648 1267,12332.37,20
rec-7329-dup-2,Sdefania,Dódek,63-210,Gniezjo,451410898,1538 86176 2648 1267,12332.37,60
rec-7329-org,Stefania,Dudek,63-220,Gniezno,451410898,1538 6176 2648 1267,12332.37,60
rec-7330-org,Violetta,Wiśniewska,60-005,Piła,792982743,3730 3135 3180 0041,61885.93,47
rec-7331-dup-0,Ankelika,Kowalevvska,60-w65,Piła,,8580 6410 4635 3717,,10
rec-7331-org,Angelika,Kowalewska,60-265,Piła,791028573,8580 6410 4635 3717,60038.63,10
rec-7332-org,Hildegarda,Brzezińska,60-804,Ostrów Wielkopolski,536317823,1782 3408 3022 9152,87844.61,50
rec-7333-org,Roma,Lewandowska,60-643,Konin,721525679,2702 5942 7792 8929,48495.22,70
rec-7334-dup-0,Gercla,Kaźmiercsak,61-455,Piłq,730520601,0165 6671 45529220,40265.36,93
rec-7334-dup-1,Gerda,Kaźmieahczak,61-465,Piłq,,0165 6671 42552 9220,40265.36,39
rec-7334-dup-2,Gerta,Kazimierczyk,61-465,Piiła,,0165 6671 4552 92420,40265.36,93
rec-7334-org,Gerda,Kaźmierczak,61-465,Piła,730520601,0165 6671 4552 9220,40265.36,93
rec-7335-org,Amelia,Kulesza,60-787,Piła,786197908,3527 7191 3854 1085,44207.34,66
rec-7336-org,Julia,Sadowska,60-139,Gniezno,739886564,4906 4777 9293 9357,61022.47,34
rec-7337-dup-0,Kamila,Bąck,62-965,Poznzń,,3294 4996 6772 9117,71228.04,27
rec-7337-dup-1,Kamila,Bąck,62-065,Posnań,699020923,3294 4996 6772 9117,,7
rec-7337-org,Kamilla,Bąk,62-065,Poznań,699020923,3294 4996 6772 9117,71228.04,27
rec-7338-org,Fryderyka,Kalinowska,60-725,Poznań,690111165,4309 0664 7537 4594,104000.18,35
rec-7339-dup-0,Seraf'lna,Sockołowska,60-y15,Kalisj,783256619,8254 8676 41402 8068,51652.60,95
rec-7339-org,Serafina,Sokołowska,60-615,Kalisz,783256619,8254 8676 4140 8068,51652.60,95
rec-7340-dup-0,Aneda,Wilck,62-514,Gniezno,,7202 4769 8571 189,56877.57,62
rec-7340-dup-1,Aneda,Wilck,missing,Gniesno,608945621,7202 4769 8571 1839,56877.57,2
rec-7340-org,Aneta,Wilk,62-513,Gniezno,608945621,7202 4769 8571 1839,56877.57,62
rec-7341-org,Wincentyna,Kaźmierczak,60-728,Gniezno,669712764,6154 8902 6045 2009,26341.20,62
rec-7342-org,Laura,Duda,61-895,Kalisz,457814135,7956 2840 3298 9607,73767.86,49
rec-7343-dup-0,Marcleina,Rutkowzka,61-850,Posnań,,9620 3290 84169 3533,20837.54,51
rec-7343-dup-1,Markelina,Rutckowska,missing,Posnań,,9620 3290 8469 3533,20837.54,51
rec-7343-dup-2,Marcelina,Rótkowska,61-850,Poznsń,,9620 3290 8469  3533,,51
rec-7343-org,Marcelina,Rutkowska,61-850,Poznań,457247687,9620 3290 8469 3533,20837.54,51
rec-7344-dup-0,Ija,Pawłowstka,60-222,Kakisz,,3513 4425 9346 4203,54899.35,8
rec-7344-org,Iza,Pawłowska,60-222,Kalisz,579606609,3513 4425 9346 4203,54899.35,6
rec-7345-org,Izabella,Głowacka,61-434,Poznań,663331614,1742 9795 0274 4042,56161.97,42
rec-7346-dup-0,Edeitrauda,Olszewska,60-336,Szamotuły,,5400 08247 9867 0488,17476.73,39
rec-7346-dup-1,Eteltrauda,Olssewska,60-236,Szamotły,,5400 08257 9867 0488,17476.73,34
rec-7346-dup-2,Edeltrauda,Olstzewska,60-136,Sjamotuły,,5400 0827 9867 0488,17476.73,834
rec-7346-org,Edeltrauda,Olszewska,60-236,Szamotuły,693136504,5400 0827 9867 0488,17476.73,34
rec-7347-dup-0,Czesłaa,Jabłońska,60-568,Pozbań,,0439 0172  0437 8430,63907.09,66
rec-7347-org,Czesława,Jabłońska,60-558,Poznań,661915121,0439 0172 0437 8430,63907.09,66
rec-7348-org,Łucja,Król,61-013,Gniezno,669984605,4425 1641 8340 4282,84014.85,58
rec-7349-org,Eliza,Sadowska,61-451,Gniezno,516902355,6127 4292 5590 1576,48564.36,14
rec-7350-dup-0,Klaudya,Kulrsza,61-879,,,2579 9896 45887 2518,31271.81,9
rec-7350-dup-1,Klaudia,Kulesja,missing,Piła,,2579 9896 4588 2518,,2
rec-7350-dup-2,Klodia,Kólesza,61-879,Poła,,2579 39896 4588 2518,31271.81,9
rec-7350-org,Klaudia,Kulesza,61-879,Piła,459184344,2579 9896 4588 2518,31271.81,9
rec-7351-org,Danuta,Czajka,60-104,Konin,785865591,8950 6059 8675 7967,33744.07,44
rec-7352-dup-0,Leona,Domańscka,64-704,,,8897 36685 6415 5958,40662.07,82
